id,nome_eleitoral,sg_partido,uf
193066,WILSON BESERRA,MDB,RJ
160636,WILSON FILHO,PTB,PB
73930,WLADIMIR COSTA,SOLIDARIEDADE,PA
74439,WOLNEY QUEIROZ,PDT,PE
199809,XUXU DAL MOLIN,PSC,MT
73992,YEDA CRUSIUS,PSDB,RS
191945,ZÉ AUGUSTO NALIN,DEM,RJ
178889,ZÉ CARLOS,PT,MA
73931,ZÉ GERALDO,PT,PA
160632,ZÉ SILVA,SOLIDARIEDADE,MG
178923,ZECA CAVALCANTI,PTB,PE
160592,ZECA DIRCEU,PT,PR
178902,ZECA DO PT,PT,MS
178949,ZENAIDE MAIA,PHS,RN
74392,ZONTA,PSB,SC
204554,ABÍLIO SANTANA,PL,BA
204521,ABOU ANNI,PSL,SP
204379,ACÁCIO FAVACHO,PROS,AP
204560,ADOLFO VIANA,PSDB,BA
204528,ADRIANA VENTURA,NOVO,SP
121948,ADRIANO DO BALDY,PP,GO
74646,AÉCIO NEVES,PSDB,MG
204495,AIRTON FALEIRO,PT,PA
204549,AJ ALBUQUERQUE,PP,CE
204413,ALCIDES RODRIGUES,PATRIOTA,GO
204545,ALÊ SILVA,PSL,MG
204501,ALENCAR SANTANA BRAGA,PT,SP
204571,ALEX SANTANA,PDT,BA
204544,ALEXANDRE FROTA,PSL,SP
204503,ALEXANDRE PADILHA,PT,SP
204516,ALEXIS FONTEYNE,NOVO,SP
204353,ALINE GURGEL,PRB,AP
204400,ALINE SLEUTJES,PSL,PR
204356,AMARO NETO,PRB,ES
204423,ANDRÉ FERREIRA,PSC,PE
204515,ANDRÉ JANONES,AVANTE,MG
73696,ANGELA AMIN,PP,SC
204414,AROLDO MARTINS,PRB,PR
204509,ÁUREA CAROLINA,PSOL,MG
109429,BENES LEOCÁDIO,PRB,RN
204358,BETO PEREIRA,PSDB,MS
207176,BIA CAVASSA,PSDB,MS
204374,BIA KICIS,PSL,DF
204388,BIBO NUNES,PSL,RS
204561,BIRA DO PINDARÉ,PSB,MA
204397,BOCA ABERTA,PROS,PR
204551,BOSCO SARAIVA,SOLIDARIEDADE,AM
204520,CABO JUNIO AMARAL,PSL,MG
204352,CAMILO CAPIBERIBE,PSB,AP
204572,CAPITÃO ALBERTO NETO,PRB,AM
204487,CAPITÃO WAGNER,PROS,CE
204507,CARLA ZAMBELLI,PSL,SP
204361,CARLOS CHIODINI,MDB,SC
204460,CARLOS JORDY,PSL,RJ
204426,CARLOS VERAS,PT,PE
204369,CAROLINE DE TONI,PSL,SC
204499,CÁSSIO ANDRADE,PSB,PA
204380,CELINA LEÃO,PP,DF
204370,CÉLIO MOURA,PT,TO
204488,CÉLIO STUDART,PV,CE
204496,CELSO SABINO,PSDB,PA
204504,CEZINHA DE MADUREIRA,PSD,SP
205476,CHARLES FERNANDES,PSD,BA
204490,CHARLLES EVANGELISTA,PSL,MG
204476,CHIQUINHO BRAZÃO,AVANTE,RJ
204462,CHRIS TONIETTO,PSL,RJ
204440,CHRISTINO AUREO,PP,RJ
204376,CORONEL ARMANDO,PSL,SC
204378,CORONEL CHRISÓSTOMO,PSL,RO
204514,CORONEL TADEU,PSL,SP
135054,CRISTIANO VALE,PL,PA
204355,DA VITORIA,CIDADANIA,ES
204367,DANIEL FREITAS,PSL,SC
204454,DANIEL SILVEIRA,PSL,RJ
204409,DANIEL TRZECIAK,PSDB,RS
204459,DANIELA DO WAGUINHO,MDB,RJ
116379,DARCI DE MATOS,PSD,SC
205548,DAVID MIRANDA,PSOL,RJ
204511,DAVID SOARES,DEM,SP
204451,DELEGADO ANTÔNIO FURTADO,PSL,RJ
204512,DELEGADO MARCELO FREITAS,PSL,MG
204569,DELEGADO PABLO,PSL,AM
204542,DENIS BEZERRA,PSB,CE
204518,DR. FREDERICO,PATRIOTA,MG
204481,DR. JAZIEL,PL,CE
204439,DR. LEONARDO,SOLIDARIEDADE,MT
204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ
204351,DR. LUIZ OVANDO,PSL,MS
204412,DR. ZACHARIAS CALIL,DEM,GO
81297,DRA. SORAYA MANATO,PSL,ES
204434,DRA. VANDA MILANI,SOLIDARIEDADE,AC
204562,EDILÁZIO JÚNIOR,PSD,MA
204421,EDNA HENRIQUE,PSDB,PB
204541,EDUARDO BISMARCK,PDT,CE
204552,EDUARDO BRAIDE,PMN,MA
204500,EDUARDO COSTA,PTB,PA
204364,ELI BORGES,SOLIDARIEDADE,TO
204389,ELIAS VAZ,PSB,GO
198783,EMANUEL PINHEIRO NETO,PTB,MT
161550,EMIDINHO MADEIRA,PSB,MG
207309,ENÉIAS REIS,PSL,MG
204537,ENRICO MISASI,PV,SP
204482,EUCLYDES PETTERSEN,PSC,MG
68720,FÁBIO HENRIQUE,PDT,SE
204368,FABIO SCHIOCHET,PSL,SC
204477,FELÍCIO LATERÇA,PSL,RJ
204398,FELIPE FRANCISCHINI,PSL,PR
204371,FELIPE RIGONI,PSB,ES
204407,FERNANDA MELCHIONNA,PSOL,RS
204445,FERNANDO MINEIRO,PT,RN
204427,FERNANDO RODOLFO,PL,PE
204411,FILIPE BARROS,PSL,PR
204354,FLÁVIA ARRUDA,PL,DF
204447,FLORDELIS,PSD,RJ
204392,FRANCISCO JR.,PSD,GO
204510,FRANCO CARTAFINA,PP,MG
204494,FRED COSTA,PATRIOTA,MG
204393,FREI ANASTACIO RIBEIRO,PT,PB
74200,GASTÃO VIEIRA,PROS,MA
115746,GELSON AZEVEDO,PL,RJ
204473,GENERAL GIRÃO,PSL,RN
204484,GENERAL PETERNELLI,PSL,SP
204527,GENINHO ZULIANI,DEM,SP
204394,GERVÁSIO MAIA,PSB,PB
204575,GIL CUTRIM,PDT,MA
204491,GILBERTO ABRAMO,PRB,MG
204365,GILSON MARQUES,NOVO,SC
204419,GLAUSTIN FOKUS,PSC,GO
107283,GLEISI HOFFMANN,PT,PR
198197,GREYCE ELIAS,AVANTE,MG
204513,GUIGA PEIXOTO,PSL,SP
204531,GUILHERME DERRITE,PP,SP
204442,GURGEL,PSL,RJ
73460,GUSTAVO FRUET,PDT,PR
204408,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE
204456,GUTEMBERG REIS,MDB,RJ
204465,HAROLDO CATHEDRAL,PSD,RR
204548,HEITOR FREIRE,PSL,CE
204373,HÉLIO COSTA,PRB,SC
204444,HELIO LOPES,PSL,RJ
204539,HERCÍLIO COELHO DINIZ,MDB,MG
204533,IDILVAN ALENCAR,PDT,CE
204564,IGOR KANNÁRIO,PHS,BA
204508,IGOR TIMO,PODEMOS,MG
204436,ISNALDO BULHÕES JR.,MDB,AL
108338,JAQUELINE CASSOL,PP,RO
204435,JESUS SÉRGIO,PDT,AC
204429,JOÃO H. CAMPOS,PSB,PE
141459,JOÃO MAIA,PL,RN
204576,JOÃO ROMA,PRB,BA
204468,JOENIA WAPICHANA,REDE,RR
204546,JOICE HASSELMANN,PSL,SP
205550,JORGE BRAZ,PRB,RJ
204386,JOSE MARIO SCHREINER,DEM,GO
204472,JOSÉ MEDEIROS,PODEMOS,MT
204391,JOSÉ NELTO,PODEMOS,GO
204555,JOSÉ RICARDO,PT,AM
209189,JOSEILDO RAMOS,PT,BA
204563,JOSIMAR MARANHÃOZINHO,PL,MA
204474,JUAREZ COSTA,MDB,MT
204420,JULIAN LEMOS,PSL,PB
204372,JULIO CESAR RIBEIRO,PRB,DF
204457,JUNINHO DO PNEU,DEM,RJ
204502,JÚNIOR BOZZELLA,PSL,SP
204497,JÚNIOR FERRARI,PSD,PA
204574,JUNIOR LOURENÇO,PL,MA
204550,JÚNIOR MANO,PL,CE
204536,KIM KATAGUIRI,DEM,SP
98057,LAFAYETTE DE ANDRADA,PRB,MG
160534,LAURIETE,PL,ES
204375,LEDA SADALA,AVANTE,AP
204359,LÉO MORAES,PODEMOS,RO
204547,LÉO MOTTA,PSL,MG
92102,LEUR LOMANTO JÚNIOR,DEM,BA
139285,LÍDICE DA MATA,PSB,BA
204405,LIZIANE BAYER,PSB,RS
204382,LOESTER TRUTIS,PSL,MS
204523,LUCAS GONZALEZ,NOVO,MG
204404,LUCAS REDECKER,PSDB,RS
204381,LUIS MIRANDA,DEM,DF
204410,LUISA CANZIANI,PTB,PR
204448,LUIZ ANTÔNIO CORRÊA,SPART,RJ
160645,LUIZ CARLOS,PSDB,AP
204485,LUIZ CARLOS MOTTA,PL,SP
204543,LUIZ FLÁVIO GOMES,PSB,SP
204455,LUIZ LIMA,PSL,RJ
204526,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP
204418,LUIZÃO GOULART,PRB,PR
204458,MAJOR FABIANA,PSL,RJ
179587,MAJOR VITOR HUGO,PSL,GO
204469,MANUEL MARCOS,PRB,AC
204471,MARA ROCHA,PSDB,AC
156190,MARCEL VAN HATTEM,NOVO,RS
205863,MARCELO BRUM,PSL,RS
204433,MARCELO CALERO,CIDADANIA,RJ
76874,MARCELO FREIXO,PSOL,RJ
133810,MARCELO MORAES,PTB,RS
204558,MARCELO NILO,PSB,BA
204556,MARCELO RAMOS,PL,AM
81055,MÁRCIO JERRY,PCdoB,MA
204452,MÁRCIO LABRE,PSL,RJ
204522,MARCO BERTAIOLLI,PSD,SP
204431,MARCOS AURÉLIO SAMPAIO,MDB,PI
204506,MARCOS PEREIRA,PRB,SP
204430,MARGARETE COELHO,PP,PI
204540,MARIA ROSAS,PRB,SP
204428,MARÍLIA ARRAES,PT,PE
204432,MARINA SANTOS,SOLIDARIEDADE,PI
204403,MARLON SANTOS,PDT,RS
204566,MARRECA FILHO,PATRIOTA,MA
75431,MAURÍCIO DZIEDRICKI,PTB,RS
204486,MAURO BENEVIDES FILHO,PDT,CE
141508,MAURO NAZIF,PSB,RO
154178,MILTON VIEIRA,PRB,SP
204453,NATÁLIA BONAVIDES,PT,RN
204449,NELSON BARBUDO,PSL,MT
204415,NEREU CRISPIM,PSL,RS
146307,NERI GELLER,PP,MT
204384,NEY LEPREVOST,PSD,PR
204479,NICOLETTI,PSL,RR
204498,OLIVAL MARQUES,DEM,PA
204363,OSIRES DAMASO,PSC,TO
204422,OSSESIO SILVA,PRB,PE
204475,OTACI NASCIMENTO,SOLIDARIEDADE,RR
204441,OTONI DE PAULA,PSC,RJ
204573,OTTO ALENCAR FILHO,PSD,BA
204570,PASTOR GILDENEMYR,PMN,MA
204553,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA
205535,PATRICIA FERRAZ,PL,AP
204377,PAULA BELMONTE,CIDADANIA,DF
204538,PAULO BENGTSON,PTB,PA
204461,PAULO GANIME,NOVO,RJ
204492,PAULO GUEDES,PT,MG
133968,PAULO RAMOS,PDT,RJ
90201,PEDRO AUGUSTO BEZERRA,PTB,CE
122974,PEDRO LUCAS FERNANDES,PTB,MA
204395,PEDRO LUPION,DEM,PR
204406,PEDRO WESTPHALEN,PP,RS
73943,PERPÉTUA ALMEIDA,PCdoB,AC
204524,PINHEIRINHO,PP,MG
204529,POLICIAL KATIA SASTRE,PL,SP
204390,PROFESSOR ALCIDES,PP,GO
204383,PROFESSOR ISRAEL BATISTA,PV,DF
204446,PROFESSOR JOZIEL,PSL,RJ
204565,PROFESSORA DAYANE PIMENTEL,PSL,BA
204467,PROFESSORA ROSA NEIDE,PT,MT
204567,RAIMUNDO COSTA,PL,BA
141523,RAUL HENRY,MDB,PE
205865,REINHOLD STEPHANES JUNIOR,PSD,PR
73801,RENILDO CALHEIROS,PCdoB,PE
204362,RICARDO GUIDI,PSD,SC
204489,ROBÉRIO MONTEIRO,PDT,CE
74305,ROBERTO PESSOA,PSDB,CE
204530,RODRIGO AGOSTINHO,PSB,SP
204366,RODRIGO COELHO,PSB,SC
204480,ROGÉRIO CORREIA,PT,MG
204525,ROSANA VALLE,PSB,SP
204357,ROSE MODESTO,PSDB,MS
73604,RUI FALCÃO,PT,SP
160635,RUY CARNEIRO,PSDB,PB
204535,SÂMIA BOMFIM,PSOL,SP
204416,SANDERSON,PSL,RS
90842,SANTINI,PTB,RS
204387,SARGENTO FAHUR,PSD,PR
204399,SCHIAVINATO,PP,PR
204438,SERGIO TOLEDO,PL,AL
204437,SEVERINO PESSOA,PRB,AL
204557,SIDNEY LEITE,PSD,AM
204360,SILVIA CRISTINA,PDT,RO
204425,SILVIO COSTA FILHO,PRB,PE
168175,SIMPLÍCIO ARAÚJO,SOLIDARIEDADE,MA
204534,TABATA AMARAL,PDT,SP
204464,TALÍRIA PETRONE,PSOL,RJ
206231,TED CONTI,PSB,ES
204466,TEREZA NELMA,PSDB,AL
143084,TIAGO DIMAS,SOLIDARIEDADE,TO
204519,TIAGO MITRAUD,NOVO,MG
197438,TITO,AVANTE,BA
157130,TÚLIO GADÊLHA,PDT,PE
204385,VALDEVAN NOVENTA,PSC,SE
204505,VAVÁ MARTINS,PRB,PA
204396,VERMELHO,PSD,PR
204483,VILSON DA FETAEMG,PSB,MG
204478,VINICIUS FARAH,MDB,RJ
204532,VINICIUS POIT,NOVO,SP
204443,WAGNER MONTES,PRB,RJ
74044,WILSON SANTIAGO,PTB,PB
204463,WLADIMIR GAROTINHO,PSD,RJ
204559,ZÉ NETO,PT,BA
204517,ZÉ VITOR,PL,MG
