id,nome_proposicao,data_votacao
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2212362,PL 4121/2019,02/10/2019
2212949,MPV 889/2019,06/11/2019
2212949,MPV 889/2019,06/11/2019
2212949,MPV 889/2019,06/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213191,MPV 890/2019,26/11/2019
2213200,PL 4162/2019,11/12/2019
2213200,PL 4162/2019,11/12/2019
2213200,PL 4162/2019,11/12/2019
2213200,PL 4162/2019,11/12/2019
2213200,PL 4162/2019,11/12/2019
2214046,PLN 18/2019 CN,08/10/2019
2214046,PLN 18/2019 CN,09/10/2019
2214151,REQ 2070/2019,10/09/2019
2214811,REQ 2110/2019,21/08/2019
2215146,REQ 2144/2019,14/08/2019
2215293,REQ 2157/2019,20/08/2019
2215381,REQ 2164/2019,30/10/2019
2216788,REQ 2234/2019,04/09/2019
2216799,PDL 523/2019,16/10/2019
2216799,PDL 523/2019,16/10/2019
2216799,PDL 523/2019,16/10/2019
2216799,PDL 523/2019,22/10/2019
2216799,PDL 523/2019,22/10/2019
2216799,PDL 523/2019,22/10/2019
2218250,PL 4805/2019,27/11/2019
2219406,REQ 2362/2019,10/09/2019
2219905,REQ 2381/2019,17/09/2019
2222991,REQ 2568/2019,16/10/2019
2222992,REQ 2569/2019,06/11/2019
2224574,REQ 2639/2019,16/10/2019
2224760,REQ 2660/2019,09/10/2019
2226336,REQ 2759/2019,30/10/2019
2226362,REQ 2763/2019,30/10/2019
2227826,REC 55/2019,06/11/2019
2227917,PL 5815/2019,04/12/2019
2227917,PL 5815/2019,04/12/2019
2227917,PL 5815/2019,04/12/2019
2229812,REQ 2964/2019,19/11/2019
2229813,REQ 2965/2019,19/11/2019
2230573,REQ 3024/2019,27/11/2019
2231930,PLN 51/2019 CN,10/12/2019
2232173,REQ 3157/2019,04/12/2019
