cnpj,razao_social,capital_social,uf,porte,data_inicio_atividade,data_situacao_especial,situacao_especial,motivo_situacao_cadastral,cnae_tipo,cnae_codigo,cnae_descricao
00376437000124,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1995-01-04,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00376437000205,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1996-12-05,NA,NA,0,cnae_fiscal,4731800,
00376437000205,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1996-12-05,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00376437000396,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1997-03-11,NA,NA,0,cnae_fiscal,4731800,
00376437000396,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1997-03-11,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00376437000477,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1999-06-15,NA,NA,0,cnae_fiscal,4731800,
00376437000477,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,1999-06-15,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00376437000558,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2002-02-10,NA,NA,0,cnae_fiscal,4731800,
00376437000558,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2002-02-10,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_fiscal,4731800,
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
00376437000639,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-02-22,NA,NA,0,cnae_secundario,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_fiscal,4731800,
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4723700,Comércio varejista de bebidas
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
00376437000710,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2007-07-03,NA,NA,0,cnae_secundario,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_fiscal,4731800,
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4729602,Comércio varejista de mercadorias em lojas de conveniência
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4723700,Comércio varejista de bebidas
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4681805,Comércio atacadista de lubrificantes
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)
00376437000809,AUTO POSTO ABEL GALINHA LIMITADA,0,RR,5,2011-12-15,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00392640000194,CENTRO DE ESTUDOS POLITICOS E SOCIAIS JOSE E.V.RADUAN,0,SP,5,1995-01-17,NA,NA,71,cnae_fiscal,9430800,
00392640000194,CENTRO DE ESTUDOS POLITICOS E SOCIAIS JOSE E.V.RADUAN,0,SP,5,1995-01-17,NA,NA,71,cnae_secundario,9499500,Atividades associativas não especificadas anteriormente
00392640000194,CENTRO DE ESTUDOS POLITICOS E SOCIAIS JOSE E.V.RADUAN,0,SP,5,1995-01-17,NA,NA,71,cnae_secundario,9493600,Atividades de organizações associativas ligadas à cultura e à arte
00411565000161,PROMOV EVENTOS E COMERCIO LTDA,0,MS,5,1995-01-30,NA,NA,1,cnae_fiscal,9001999,
00424952000132,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,1975-08-04,NA,NA,0,cnae_fiscal,9491000,
00424952000213,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00424952000302,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00424952000485,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00424952000566,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00424952000647,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00424952000728,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE TAGUATINGA,0,DF,5,2003-10-28,NA,NA,1,cnae_fiscal,9491000,
00428502000118,PXANT'S INDUSTRIA E COM DE CONFECCOES LTDA,0,TO,5,1995-01-26,NA,NA,1,cnae_fiscal,1412601,
00428502000118,PXANT'S INDUSTRIA E COM DE CONFECCOES LTDA,0,TO,5,1995-01-26,NA,NA,1,cnae_secundario,1412603,"Facção de peças do vestuário, exceto roupas íntimas"
00436467000189,EXPORTAS INDUSTRIA DE MOVEIS LTDA,0,MT,5,1995-02-06,NA,NA,1,cnae_fiscal,1622602,
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_fiscal,1621800,
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,210107,Extração de madeira em florestas plantadas
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,1610204,Serrarias sem desdobramento de madeira em bruto - Resseragem
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,1610203,Serrarias com desdobramento de madeira em bruto
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,210101,Cultivo de eucalipto
00469159000150,ECOPLAC AGROINDUSTRIAL LTDA,500000,PR,1,1995-02-01,NA,NA,0,cnae_secundario,210103,Cultivo de pinus
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_fiscal,4731800,
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_secundario,4930203,Transporte rodoviário de produtos perigosos
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_secundario,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_secundario,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
00497918000198,NOBREGA COMBUSTIVEIS LIMITADA,200000,PB,5,1995-03-21,NA,NA,0,cnae_secundario,4732600,Comércio varejista de lubrificantes
00544478000182,CONSULTHABIL CONTADORES S/S,362510,DF,3,1979-10-31,NA,NA,0,cnae_fiscal,6920601,
00544991000173,CLUBE DE ROMA GOIANIA,0,GO,5,1995-04-12,NA,NA,0,cnae_fiscal,8690901,
00571390000150,COSMOSENSES COMERCIO E IMPORTACAO LTDA,0,SP,5,1995-04-24,NA,NA,71,cnae_fiscal,4646001,
00571390000230,COSMOSENSES COMERCIO E IMPORTACAO LTDA,0,SP,5,1996-08-22,NA,NA,1,cnae_fiscal,4646001,
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_fiscal,8299799,
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,8299707,Salas de acesso à Internet
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,8299703,"Serviços de gravação de carimbos, exceto confecção"
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente"
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas"
00594550000186,OTA & MIASHIRO LTDA,0,SP,1,1995-05-04,NA,NA,1,cnae_secundario,7410299,Atividades de desing não especificadas anteriormente
