cnpj,id_deputado,valor_doado,exportadora,nome_deputado,partido_deputado,uf_deputado,razao_social,capital_social,uf,porte,cnae_tipo,cnae_codigo,cnae_descricao
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,7711000,Locação de automóveis sem condutor
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520004,Serviços de alinhamento e balanceamento de veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4732600,Comércio varejista de lubrificantes
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4731800,Comércio varejista de combustíveis para veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
02459432000190,136811,2500,nao,AFONSO HAMM,PP,RS,TTERRASUL - COMERCIO DE VEICULOS LTDA,4600000,RS,5,cnae_secundario,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados"
03647412000106,136811,660,nao,AFONSO HAMM,PP,RS,EMPRESA JORNALISTICA CIDADANIA COMUNICACAO LTDA,0,RS,1,cnae_fiscal,5822101,
04100556000100,136811,40000,nao,AFONSO HAMM,PP,RS,ENGIE BRASIL ENERGIA COMERCIALIZADORA LTDA,0,SC,5,cnae_fiscal,3513100,
04100556000100,136811,40000,nao,AFONSO HAMM,PP,RS,ENGIE BRASIL ENERGIA COMERCIALIZADORA LTDA,0,SC,5,cnae_secundario,4681804,Comércio atacadista de combustíveis de origem mineral em bruto
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_fiscal,4623199,
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis"
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4930203,Transporte rodoviário de produtos perigosos
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4789099,Comércio varejista de outros produtos não especificados anteriormente
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4632001,Comércio atacadista de cereais e leguminosas beneficiados
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,4622200,Comércio atacadista de soja
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,1061901,Beneficiamento de arroz
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,141501,"Produção de sementes certificadas, exceto de forrageiras para pasto"
07287096000160,136811,3000,sim,AFONSO HAMM,PP,RS,PURO GRAO INDUSTRIA E COMERCIO DE ARROZ E SOJA LTDA,2000000,RS,5,cnae_secundario,111303,Cultivo de trigo
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_fiscal,1061901,
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,6463800,"Outras sociedades de participação, exceto holdings"
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis"
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4930203,Transporte rodoviário de produtos perigosos
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal"
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4789099,Comércio varejista de outros produtos não especificados anteriormente
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4639701,Comércio atacadista de produtos alimentícios em geral
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4623109,Comércio atacadista de alimentos para animais
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4623108,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,1066000,Fabricação de alimentos para animais
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,163600,Atividades de pós-colheita
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,141501,"Produção de sementes certificadas, exceto de forrageiras para pasto"
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_fiscal,1011201,
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,4722901,Comércio varejista de carnes - açougues
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,4634601,Comércio atacadista de carnes bovinas e suínas e derivados
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,1013902,Preparação de subprodutos do abate
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,1013901,Fabricação de produtos de carne
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,1012103,Frigorífico - abate de suínos
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,1011204,Frigorífico - abate de bufalinos
10606182000100,136811,2000,nao,AFONSO HAMM,PP,RS,MATADOURO FRIGORIFICO PRODUCARNE LTDA,1000000,RS,5,cnae_secundario,1011203,Frigorífico - abate de ovinos e caprinos
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_fiscal,2021500,
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,6462000,Holdings de instituições não financeiras
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4930203,Transporte rodoviário de produtos perigosos
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4684201,Comércio atacadista de resinas e elastômeros
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4682600,Comércio atacadista de gás liquefeito de petróleo (GLP)
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)"
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,4612500,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,3530100,"Produção e distribuição de vapor, água quente e ar condicionado"
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,3514000,Distribuição de energia elétrica
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,3513100,Comércio atacadista de energia elétrica
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,3511501,Geração de energia elétrica
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,2031200,Fabricação de resinas termoplásticas
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,2014200,Fabricação de gases industriais
42150391000170,136811,30000,sim,AFONSO HAMM,PP,RS,BRASKEM S.A,8043222080.5,BA,5,cnae_secundario,1921700,Fabricação de produtos do refino de petróleo
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_fiscal,1710900,
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5240101,Operação dos aeroportos e campos de aterrissagem
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5030102,Navegação de apoio portuário
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5011401,Transporte marítimo de cabotagem - Carga
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,4671100,Comércio atacadista de madeira e produtos derivados
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6462000,Holdings de instituições não financeiras
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810203,Loteamento de imóveis próprios
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810201,Compra e venda de imóveis próprios
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3514000,Distribuição de energia elétrica
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3511501,Geração de energia elétrica
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,230600,Atividades de apoio à produção florestal
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210101,Cultivo de eucalipto
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210107,Extração de madeira em florestas plantadas
74703034000189,136811,58760,nao,AFONSO HAMM,PP,RS,PROGRESSISTAS - RIO GRANDE DO SUL - RS - ESTADUAL,0,RS,5,cnae_fiscal,9492800,
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_fiscal,500301,
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,7119702,Atividades de estudos geológicos
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,7112000,Serviços de engenharia
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,6810202,Aluguel de imóveis próprios
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,6463800,"Outras sociedades de participação, exceto holdings"
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,4681804,Comércio atacadista de combustíveis de origem mineral em bruto
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação"
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,4120400,Construção de edifícios
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,3314799,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,2829199,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,990403,Atividades de apoio à extração de minerais não metálicos
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,899199,Extração de outros minerais não metálicos não especificados anteriormente
83286500000169,136811,43000,sim,AFONSO HAMM,PP,RS,INDUSTRIA CARBONIFERA RIO DESERTO LTDA,8866065,SC,5,cnae_secundario,500302,Beneficiamento de carvão mineral
83647909000163,136811,27000,sim,AFONSO HAMM,PP,RS,CARBONIFERA CRICIUMA S A,0,RS,5,cnae_fiscal,500301,
