id_deputado,cnpj_empresa,nome_doador,origem_receita,valor_doado
178881,35123447000132,POSTO MAGNOLIA LTDA,Recursos de pessoas jurídicas,10000
178881,35169374000110,AUTO POSTO CANOEIRO LTDA - ME,Recursos de pessoas jurídicas,7238.15
178831,07665132000181,PARTIDO REPUBLICANO BRASILEIRO - PRB,Recursos de partido político,70000
178831,07861585000183,J.M.P. PAES NETTO - ME,Recursos de pessoas jurídicas,1500
74471,07206816000115,M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS,Recursos de pessoas jurídicas,40000
74471,10669331000172,DIRETORIO ESTADUAL DO PARTIDO SOCIALISTA BRASILEIRO - PSB,Recursos de partido político,200000
74471,14458834000150,PARTIDO SOCIAL DEMOCRATICO - PSD,Recursos de partido político,998958.6
133439,00779059000120,CONSTRUTORA LUIZ COSTA LTDA,Recursos de pessoas jurídicas,2000
133439,03354650000123,LOMACON LOCACAO E CONSTRUCAO LTDA,Recursos de pessoas jurídicas,2000
133439,04299154000187,CBC - CONSTRUTORA BATISTA CAVALCANTE LTDA,Recursos de pessoas jurídicas,2000
133439,05636597000189,ERIONALDO E OTAVIO ADVOGADOS ASSOCIADOS - ME,Recursos de pessoas jurídicas,1000
133439,07207970000101,SCIENTIFIC COMERCIO E IMPORTACAO LTDA,Recursos de pessoas jurídicas,6200
133439,07283365000110,CLINICA SAO CARLOS DIAGNOSTICO POR IMAGEM LTDA,Recursos de pessoas jurídicas,5000
133439,07340995000189,FZ IMOVEIS LTDA. - EPP,Recursos de pessoas jurídicas,1000
133439,07654734000133,ENGEXATA ENGENHARIA LTDA,Recursos de pessoas jurídicas,2000
133439,09084549000186,ASA BRASIL ASSESSORIA INTERNACIONAL LTDA,Recursos de pessoas jurídicas,5000
133439,09496357000187,R FURLANI ENGENHARIA LTDA,Recursos de pessoas jurídicas,2000
133439,10498061000184,CONSTRUTORA SAMARIA LTDA,Recursos de pessoas jurídicas,2000
133439,10595602000192,G F MARTINS - ME,Recursos de pessoas jurídicas,500
133439,11664356000146,PARTIDO DEMOCRATICO TRABALHISTA,Recursos de partido político,304000
133439,20501231000196,ELEICAO 2014 COMITE FINANCEIRO DF NACIONAL PARA PRESIDENTE DA REPUBLICA PDT,Recursos de outros candidatos/comitês,300000
178882,02914567000107,F G RIBEIRO E CIA LTDA,Recursos de pessoas jurídicas,20545.25
178882,03525993000103,A. RIBEIRO DA SILVA FILHO - ME,Recursos de pessoas jurídicas,8000
178882,09271823000126,AUTO POSTO ZUTIUA LTDA - ME,Recursos de pessoas jurídicas,3900.02
178882,09350567000162,MACHADO JUNIOR E CIA LTDA  - ME,Recursos de pessoas jurídicas,2000
74212,10485488000148,CONSTRUTORA PLATO LTDA,Recursos de pessoas jurídicas,20000
160553,20564710000151,ELEICAO 2014 ROSEMBERG EVANGELISTA PINTO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,235
160553,20568504000110,ELEICAO 2014 ANDRE ROGERIO DE ARAUJO ANDRADE DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,95
160553,20570914000103,ELEICAO 2014 RUI COSTA DOS SANTOS GOVERNADOR,Recursos de outros candidatos/comitês,10611.98
160553,34326215000119,PARTIDO TRABALHISTA BRASILEIRO,Recursos de partido político,1149487
160553,42150391000170,BRASKEM S/A,Recursos de pessoas jurídicas,30000
73433,00676262000170,PARTIDO DOS TRABALHADORES,Recursos de partido político,1197000
73433,02207392000190,VALE ENERGIA S.A,Recursos de pessoas jurídicas,200000
73433,02932074000191,HYPERMARCAS S/A,Recursos de pessoas jurídicas,500000
73433,03327988000196,MINERACAO CORUMBAENSE REUNIDA S.A.,Recursos de pessoas jurídicas,100000
73433,03605072000150,TEMPO SOLUCOES GRAFICAS LTDA  - ME,Recursos de pessoas jurídicas,4040
73433,05923247000101,JOSE HENRIQUE GALHARDO DE OLIVEIRA GRAFICA  - ME,Recursos de pessoas jurídicas,443
73433,07032500000154,ACQUA MINERALE EMPREENDIMENTOS IMOBILIARIOS LTDA.,Recursos de pessoas jurídicas,50000
73433,07689002000189,EMBRAER S.A.,Recursos de pessoas jurídicas,60000
73433,07805743000188,TERRA FORTE EXPORTACAO E IMPORTACAO DE CAFE LIMITADA,Recursos de pessoas jurídicas,193750
73433,07805743000340,TERRA FORTE EXPORTACAO E IMPORTACAO DE CAFE LIMITADA,Recursos de pessoas jurídicas,218750
73433,10265949000177,COPERSUCAR S.A.,Recursos de pessoas jurídicas,100000
73433,10629801000174,"CORUJA INTELIGENCIA EM SERVICOS, COMERCIO E LOCACOES LTDA  - ME",Recursos de pessoas jurídicas,2300
73433,14675270000107,ECTX S/A,Recursos de pessoas jurídicas,200000
73433,18279158000108,RIMA INDUSTRIAL S/A,Recursos de pessoas jurídicas,100000
73433,20559077000103,ELEICAO 2014 IARA BERNARDI DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,112.5
73433,20559124000119,ELEICAO 2014 ELAINE MARIA FERREIRA DA SILVA BRAMBILLA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2888
73433,20559130000176,ELEICAO 2014 MARCO AURELIO DE SOUZA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,297
73433,20559133000100,ELEICAO 2014 JOSE ANTONIO BACCHIM DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,7811
73433,20559143000145,ELEICAO 2014 ELISABETH SAHAO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,302.85
73433,20559144000190,ELEICAO 2014 LUIZ FERNANDO TEIXEIRA FERREIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,440
73433,20559151000191,ELEICAO 2014 FRANCISCO FRANCA DA SILVA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3232.5
73433,20559200000196,ELEICAO 2014 VALDIR SANT ANNA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,190
73433,20559218000198,ELEICAO 2014 AURIEL BRITO LEAL DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2245
73433,20559227000189,ELEICAO 2014 RENATO SIMOES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,140
73433,20559265000131,ELEICAO 2014 ALEXANDRE ROCHA SANTOS PADILHA GOVERNADOR,Recursos de outros candidatos/comitês,18880
73433,20559281000124,ELEICAO 2014 LUCIANO BARBOSA DA SILVA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,337.5
73433,20559318000114,ELEICAO 2014 JOAO PAULO RILLO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,20672.52
73433,20559444000179,ELEICAO 2014 MARCOS LOPES MARTINS DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,850
73433,20559455000159,ELEICAO 2014 ANTONIO MENTOR DE MELLO SOBRINHO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2690
73433,20559510000100,ELEICAO 2014 ISAC FRANCO DOS REIS DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,37.5
73433,20559554000130,ELEICAO 2014 LUIZ MARTINO TURCO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,4898
73433,20559575000156,ELEICAO 2014 MARCIA APARECIDA OVEJANEDA LIA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,21530
73433,20560640000163,ELEICAO 2014 RICARDO ROSSI MADALENA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,913.5
73433,20592593000130,ELEICAO 2014 COMITE FINANCEIRO SP UNICO PT,Recursos de outros candidatos/comitês,65805.6
73433,20775003000104,EXPORTADORA DE CAFE GUAXUPE LTDA,Recursos de pessoas jurídicas,100000
73433,28154680000117,UNICAFE COMPANHIA DE COMERCIO EXTERIOR,Recursos de pessoas jurídicas,137500
73433,33417445000120,MINERACOES BRASILEIRAS REUNIDAS S A MBR,Recursos de pessoas jurídicas,100000
73433,43932102000581,RENUKA DO BRASIL S.A.,Recursos de pessoas jurídicas,15000
73433,44023661000108,U T C ENGENHARIA S/A,Recursos de pessoas jurídicas,150000
73433,45483450000110,CLEALCO ACUCAR E ALCOOL S/A,Recursos de pessoas jurídicas,5000
73433,47080619000117,GUARANI S.A.,Recursos de pessoas jurídicas,250000
73433,47080619001199,GUARANI S.A.,Recursos de pessoas jurídicas,250000
73433,49881147000127,ULTRA RAD SERVICOS RADIOLOGICOS LTDA.,Recursos de pessoas jurídicas,2500
73433,50221019000136,BRASIL KIRIN INDUSTRIA DE BEBIDAS S.A,Recursos de pessoas jurídicas,50000
73433,51466860000156,SAO MARTINHO S/A,Recursos de pessoas jurídicas,20000
73433,52287927000158,PENAPOLIS GRAFICA E EDITORA LTDA - ME,Recursos de pessoas jurídicas,250
73433,52717659000167,KLIN PRODUTOS INFANTIS LTDA,Recursos de pessoas jurídicas,5200
73433,55662811000140,CONSTRUTORA MENIN LTDA,Recursos de pessoas jurídicas,40000
73433,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,50000
73433,61100772000190,VOLCAFE LTDA,Recursos de pessoas jurídicas,100000
