cnpj,id_deputado,valor_doado,exportadora,nome_deputado,partido_deputado,uf_deputado,razao_social,capital_social,uf,porte,cnae_tipo,cnae_codigo,cnae_descricao
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4789099,Comércio varejista de outros produtos não especificados anteriormente
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4639701,Comércio atacadista de produtos alimentícios em geral
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4623109,Comércio atacadista de alimentos para animais
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,4623108,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,1066000,Fabricação de alimentos para animais
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,163600,Atividades de pós-colheita
07810032000100,136811,5000,sim,AFONSO HAMM,PP,RS,CEREALISTA CORADINI LTDA,17000000,RS,5,cnae_secundario,141501,"Produção de sementes certificadas, exceto de forrageiras para pasto"
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_fiscal,1710900,
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5240101,Operação dos aeroportos e campos de aterrissagem
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5030102,Navegação de apoio portuário
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5011401,Transporte marítimo de cabotagem - Carga
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,4671100,Comércio atacadista de madeira e produtos derivados
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6462000,Holdings de instituições não financeiras
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810203,Loteamento de imóveis próprios
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810201,Compra e venda de imóveis próprios
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3514000,Distribuição de energia elétrica
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3511501,Geração de energia elétrica
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,230600,Atividades de apoio à produção florestal
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210101,Cultivo de eucalipto
60643228000121,136811,40000,sim,AFONSO HAMM,PP,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210107,Extração de madeira em florestas plantadas
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_fiscal,1061901,
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_secundario,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis"
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_secundario,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_secundario,4639701,Comércio atacadista de produtos alimentícios em geral
87675518000103,136811,1000,sim,AFONSO HAMM,PP,RS,CORADINI ALIMENTOS LTDA,12500000,RS,5,cnae_secundario,141501,"Produção de sementes certificadas, exceto de forrageiras para pasto"
11234954000185,178835,15000,sim,AFONSO MOTTA,PDT,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_fiscal,1710900,
11234954000185,178835,15000,sim,AFONSO MOTTA,PDT,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,210107,Extração de madeira em florestas plantadas
11234954000185,178835,15000,sim,AFONSO MOTTA,PDT,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente
11234954000185,178835,15000,sim,AFONSO MOTTA,PDT,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,1721400,Fabricação de papel
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_fiscal,1931400,
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente"
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos"
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,1071600,Fabricação de açúcar em bruto
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,113000,Cultivo de cana-de-açúcar
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,6462000,Holdings de instituições não financeiras
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,5211701,Armazéns gerais - emissão de warrant
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,3513100,Comércio atacadista de energia elétrica
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,3512300,Transmissão de energia elétrica
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,3511501,Geração de energia elétrica
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,6810202,Aluguel de imóveis próprios
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
08598391000108,160527,30000,sim,AGUINALDO RIBEIRO,PP,PB,RIO CLARO AGROINDUSTRIAL S.A.,1001651122.76,GO,5,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_fiscal,4110700,
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,7820500,Locação de mão de obra temporária
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,7112000,Serviços de engenharia
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,6822600,Gestão e administração da propriedade imobiliária
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,6810203,Loteamento de imóveis próprios
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,6810202,Aluguel de imóveis próprios
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4330404,Serviços de pintura de edifícios em geral
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4313400,Obras de terraplenagem
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4213800,"Obras de urbanização - ruas, praças e calçadas"
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4211102,Pintura para sinalização em pistas rodoviárias e aeroportos
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4211101,Construção de rodovias e ferrovias
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,4120400,Construção de edifícios
09041821000140,160527,60000,nao,AGUINALDO RIBEIRO,PP,PB,ANTARES EMPREENDIMNETOS IMOBILIARIOS LTDA,3973348,GO,5,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_fiscal,115600,
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,4930203,Transporte rodoviário de produtos perigosos
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,163600,Atividades de pós-colheita
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,153901,Criação de caprinos
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,151201,Criação de bovinos para corte
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,119905,Cultivo de feijão
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,111302,Cultivo de milho
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,210101,Cultivo de eucalipto
07347138000100,160559,2400,nao,ALCEU MOREIRA,MDB,RS,REAL-REGENERACAO AGROPECUARIA LTDA,10500000,PI,5,cnae_secundario,111301,Cultivo de arroz
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_fiscal,115600,
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,151201,Criação de bovinos para corte
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,1061901,Beneficiamento de arroz
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,111399,Cultivo de outros cereais não especificados anteriormente
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,112199,Cultivo de outras fibras de lavoura temporária não especificadas anteriormente
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,112101,Cultivo de algodão herbáceo
10281760000178,160559,250000,nao,ALCEU MOREIRA,MDB,RS,AGROPECUARIA ARAGUARI LTDA - EM RECUPERACAO JUDICIAL,816316,MT,5,cnae_secundario,111302,Cultivo de milho
11234954000185,160559,20000,sim,ALCEU MOREIRA,MDB,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_fiscal,1710900,
11234954000185,160559,20000,sim,ALCEU MOREIRA,MDB,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,210107,Extração de madeira em florestas plantadas
11234954000185,160559,20000,sim,ALCEU MOREIRA,MDB,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente
11234954000185,160559,20000,sim,ALCEU MOREIRA,MDB,RS,CMPC CELULOSE RIOGRANDENSE LTDA,5161974380,RS,5,cnae_secundario,1721400,Fabricação de papel
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_fiscal,134200,
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,112101,Cultivo de algodão herbáceo
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,113000,Cultivo de cana-de-açúcar
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,322101,Criação de peixes em água doce
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,151201,Criação de bovinos para corte
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,111302,Cultivo de milho
14828784000155,160559,8489.21,sim,ALCEU MOREIRA,MDB,RS,AGRONOL AGRO INDUSTRIAL S/A,80781867.45,BA,5,cnae_secundario,115600,Cultivo de soja
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_fiscal,1710900,
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5240101,Operação dos aeroportos e campos de aterrissagem
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5030102,Navegação de apoio portuário
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,5011401,Transporte marítimo de cabotagem - Carga
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,4671100,Comércio atacadista de madeira e produtos derivados
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6462000,Holdings de instituições não financeiras
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810203,Loteamento de imóveis próprios
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,6810201,Compra e venda de imóveis próprios
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3514000,Distribuição de energia elétrica
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,3511501,Geração de energia elétrica
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,230600,Atividades de apoio à produção florestal
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210101,Cultivo de eucalipto
60643228000121,160559,40000,sim,ALCEU MOREIRA,MDB,RS,FIBRIA CELULOSE S/A,9740777179.59,SP,5,cnae_secundario,210107,Extração de madeira em florestas plantadas
63517098000179,160559,10000,nao,ALCEU MOREIRA,MDB,RS,MINERACAO GRAUNA LTDA,0,PI,3,cnae_fiscal,210101,
63517098000179,160559,10000,nao,ALCEU MOREIRA,MDB,RS,MINERACAO GRAUNA LTDA,0,PI,3,cnae_secundario,990403,Atividades de apoio à extração de minerais não metálicos
63517098000179,160559,10000,nao,ALCEU MOREIRA,MDB,RS,MINERACAO GRAUNA LTDA,0,PI,3,cnae_secundario,891600,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
63517098000179,160559,10000,nao,ALCEU MOREIRA,MDB,RS,MINERACAO GRAUNA LTDA,0,PI,3,cnae_secundario,210107,Extração de madeira em florestas plantadas
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_fiscal,1012101,
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,3600601,"Captação, tratamento e distribuição de água"
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,1066000,Fabricação de alimentos para animais
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,1013902,Preparação de subprodutos do abate
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,1013901,Fabricação de produtos de carne
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,1012103,Frigorífico - abate de suínos
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,220901,Extração de madeira em florestas nativas
84430800000132,160559,4000,sim,ALCEU MOREIRA,MDB,RS,COMPANHIA MINUANO DE ALIMENTOS,39249899.87,RS,5,cnae_secundario,155505,Produção de ovos
