id,id_req,nome,partido,uf
204352,2199850,Camilo Capiberibe,PSB,AP
92346,2199849,Eduardo Bolsonaro,PSL,SP
178833,2199848,Alexandre Serfiotis,PSD,RJ
204352,2199847,Camilo Capiberibe,PSB,AP
204383,2199846,Professor Israel Batista,PV,DF
204383,2199845,Professor Israel Batista,PV,DF
178929,2199844,Diego Garcia,PODE,PR
74356,2199843,Silas Câmara,PRB,AM
74356,2199842,Silas Câmara,PRB,AM
74356,2199841,Silas Câmara,PRB,AM
204533,2199840,Idilvan Alencar,PDT,CE
204533,2199839,Idilvan Alencar,PDT,CE
178990,2199838,Samuel Moreira,PSDB,SP
204427,2199836,Fernando Rodolfo,PR,PE
204506,2199834,Marcos Pereira,PRB,SP
204506,2199833,Marcos Pereira,PRB,SP
204506,2199832,Marcos Pereira,PRB,SP
204506,2199831,Marcos Pereira,PRB,SP
204506,2199830,Marcos Pereira,PRB,SP
204506,2199829,Marcos Pereira,PRB,SP
204506,2199828,Marcos Pereira,PRB,SP
204506,2199827,Marcos Pereira,PRB,SP
204506,2199826,Marcos Pereira,PRB,SP
204506,2199825,Marcos Pereira,PRB,SP
204506,2199824,Marcos Pereira,PRB,SP
204506,2199823,Marcos Pereira,PRB,SP
204506,2199822,Marcos Pereira,PRB,SP
204506,2199821,Marcos Pereira,PRB,SP
204506,2199820,Marcos Pereira,PRB,SP
204506,2199819,Marcos Pereira,PRB,SP
204506,2199818,Marcos Pereira,PRB,SP
204506,2199817,Marcos Pereira,PRB,SP
204506,2199816,Marcos Pereira,PRB,SP
204506,2199815,Marcos Pereira,PRB,SP
204506,2199814,Marcos Pereira,PRB,SP
204506,2199813,Marcos Pereira,PRB,SP
204506,2199812,Marcos Pereira,PRB,SP
204506,2199811,Marcos Pereira,PRB,SP
204506,2199810,Marcos Pereira,PRB,SP
204506,2199809,Marcos Pereira,PRB,SP
204506,2199808,Marcos Pereira,PRB,SP
204506,2199807,Marcos Pereira,PRB,SP
204506,2199806,Marcos Pereira,PRB,SP
204506,2199805,Marcos Pereira,PRB,SP
204506,2199804,Marcos Pereira,PRB,SP
204506,2199803,Marcos Pereira,PRB,SP
204506,2199802,Marcos Pereira,PRB,SP
204506,2199801,Marcos Pereira,PRB,SP
204506,2199800,Marcos Pereira,PRB,SP
204506,2199799,Marcos Pereira,PRB,SP
204506,2199798,Marcos Pereira,PRB,SP
92346,2199797,Eduardo Bolsonaro,PSL,SP
204377,2199796,Paula Belmonte,CIDADANIA,DF
204377,2199795,Paula Belmonte,CIDADANIA,DF
74784,2199794,Luiza Erundina,PSOL,SP
204535,2199794,Sâmia Bomfim,PSOL,SP
178937,2199793,Altineu Côrtes,PR,RJ
178937,2199792,Altineu Côrtes,PR,RJ
204374,2199791,Bia Kicis,PSL,DF
204480,2199790,Rogério Correia,PT,MG
204374,2199789,Bia Kicis,PSL,DF
204462,2199788,Chris Tonietto,PSL,RJ
73891,2199787,Darcísio Perondi,MDB,RS
178874,2199786,Sergio Vidigal,PDT,ES
178874,2199785,Sergio Vidigal,PDT,ES
73891,2199784,Darcísio Perondi,MDB,RS
178874,2199783,Sergio Vidigal,PDT,ES
73891,2199782,Darcísio Perondi,MDB,RS
178874,2199781,Sergio Vidigal,PDT,ES
141391,2199780,Arnaldo Jardim,CIDADANIA,SP
204440,2199780,Christino Aureo,PP,RJ
204359,2199780,Léo Moraes,PODE,RO
74356,2199780,Silas Câmara,PRB,AM
74200,2199779,Gastão Vieira,PROS,MA
74159,2199779,Odair Cunha,PT,MG
160587,2199779,Fábio Trad,PSD,MS
74459,2199779,Átila Lira,PSB,PI
74419,2199779,Gonzaga Patriota,PSB,PE
74317,2199779,Júlio Cesar,PSD,PI
74305,2199779,Roberto Pessoa,PSDB,CE
74749,2199779,Mauro Lopes,MDB,MG
74655,2199779,Eduardo Barbosa,PSDB,MG
73772,2199779,Hermes Parcianello,MDB,PR
73441,2199779,Celso Russomanno,PRB,SP
74043,2199779,Wellington Roberto,PR,PB
74585,2199779,Lincoln Portela,PR,MG
74467,2199779,Damião Feliciano,PDT,PB
73460,2199779,Gustavo Fruet,PDT,PR
73486,2199779,Pompeo de Mattos,PDT,RS
74352,2199779,Nilson Pinto,PSDB,PA
73586,2199779,Júlio Delgado,PSB,MG
74283,2199779,Vicentinho,PT,SP
74270,2199779,Gilberto Nascimento,PSC,SP
74273,2199779,Jefferson Campos,PSB,SP
74159,2199779,Odair Cunha,PT,MG
74161,2199779,Reginaldo Lopes,PT,MG
74160,2199779,Patrus Ananias,PT,MG
74156,2199779,Leonardo Monteiro,PT,MG
74376,2199779,Vander Loubet,PT,MS
74366,2199779,João Campos,PRB,GO
133439,2199779,André Figueiredo,PDT,CE
141513,2199779,Bilac Pinto,DEM,MG
141405,2199779,Celso Maldaner,MDB,SC
141439,2199779,Chico D'Angelo,PDT,RJ
141421,2199779,Eduardo da Fonte,PP,PE
141428,2199779,Fábio Faria,PSD,RN
141450,2199779,Hugo Leal,PSD,RJ
141464,2199779,José Airton Félix Cirilo,PT,CE
141470,2199779,José Guimarães,PT,CE
141518,2199779,Paulo Pereira da Silva,SOLIDARI,SP
141531,2199779,Rodrigo de Castro,PSDB,MG
141555,2199779,Vinicius Carvalho,PRB,SP
141398,2199779,Carlos Zarattini,PT,SP
146307,2199779,Neri Geller,PP,MT
152610,2199779,Roberto Alves,PRB,SP
160641,2199779,Professora Marcivania,PCdoB,AP
160669,2199779,Genecias Noronha,SOLIDARI,CE
143632,2199779,Domingos Neto,PSD,CE
160632,2199779,Zé Silva,SOLIDARI,MG
160640,2199779,Eros Biondini,PROS,MG
160758,2199779,Domingos Sávio,PSDB,MG
160510,2199779,Luis Tibé,AVANTE,MG
160587,2199779,Fábio Trad,PSD,MS
160635,2199779,Ruy Carneiro,PSDB,PB
160528,2199779,Danilo Cabral,PSB,PE
67138,2199779,Iracema Portella,PP,PI
122158,2199779,Pedro Paulo,DEM,RJ
160535,2199779,Marcon,PT,RS
160559,2199779,Alceu Moreira,MDB,RS
160653,2199779,Roberto de Lucena,PODE,SP
160655,2199779,Ricardo Izar,PP,SP
160639,2199779,Professora Dorinha Seabra Rezende,DEM,TO
92776,2199779,Stefano Aguiar,PSD,MG
164360,2199779,Carmen Zanotto,CIDADANIA,SC
171617,2199779,Paulão,PT,AL
171623,2199779,Fabio Reis,MDB,SE
177282,2199779,Subtenente Gonzaga,PDT,MG
204422,2199779,Ossesio Silva,PRB,PE
204480,2199779,Rogério Correia,PT,MG
178831,2199779,André Abdon,PP,AP
204385,2199779,Valdevan Noventa,PSC,SE
178835,2199779,Afonso Motta,PDT,RS
73604,2199779,Rui Falcão,PT,SP
178874,2199779,Sergio Vidigal,PDT,ES
178876,2199779,Célio Silveira,PSDB,GO
178879,2199779,Lucas Vergilio,SOLIDARI,GO
178896,2199779,Newton Cardoso Jr,MDB,MG
134812,2199779,Edmilson Rodrigues,PSOL,PA
178909,2199779,Hélio Leite,DEM,PA
178920,2199779,Ricardo Teobaldo,PODE,PE
178928,2199779,Christiane de Souza Yared,PR,PR
178929,2199779,Diego Garcia,PODE,PR
178937,2199779,Altineu Côrtes,PR,RJ
178947,2199779,Sóstenes Cavalcante,DEM,RJ
178953,2199779,Expedito Netto,PSD,RO
178964,2199779,Heitor Schuch,PSB,RS
178970,2199779,João Daniel,PT,SE
178972,2199779,Alex Manente,CIDADANIA,SP
66828,2199779,Fausto Pinato,PP,SP
178985,2199779,Miguel Lombardi,PR,SP
178986,2199779,Nilto Tatto,PT,SP
178987,2199779,Orlando Silva,PCdoB,SP
178989,2199779,Renata Abreu,PODE,SP
178993,2199779,Carlos Henrique Gaguim,DEM,TO
204434,2199779,Dra. Vanda Milani,SOLIDARI,AC
194260,2199779,Nivaldo Albuquerque,PTB,AL
195866,2199779,Vaidon Oliveira,PROS,CE
204351,2199779,Dr. Luiz Ovando,PSL,MS
204483,2199779,Vilson da Fetaemg,PSB,MG
204388,2199779,Bibo Nunes,PSL,RS
204435,2199779,Jesus Sérgio,PDT,AC
204437,2199779,Severino Pessoa,PRB,AL
204352,2199779,Camilo Capiberibe,PSB,AP
204486,2199779,Mauro Benevides Filho,PDT,CE
204487,2199779,Capitão Wagner,PROS,CE
204355,2199779,Da Vitoria,CIDADANIA,ES
204392,2199779,Francisco Jr.,PSD,GO
204491,2199779,Gilberto Abramo,PRB,MG
204492,2199779,Paulo Guedes,PT,MG
98057,2199779,Lafayette de Andrada,PRB,MG
161550,2199779,Emidinho Madeira,PSB,MG
204439,2199779,Dr. Leonardo,SOLIDARI,MT
204495,2199779,Airton Faleiro,PT,PA
204498,2199779,Olival Marques,DEM,PA
204423,2199779,André Ferreira,PSC,PE
204425,2199779,Silvio Costa Filho,PRB,PE
204397,2199779,Boca Aberta,PROS,PR
204441,2199779,Otoni de Paula,PSC,RJ
204360,2199779,Silvia Cristina,PDT,RO
116379,2199779,Darci de Matos,PSD,SC
204505,2199779,Vavá Martins,PRB,PA
204446,2199779,Professor Joziel,PSL,RJ
204452,2199779,Márcio Labre,PSL,RJ
204427,2199779,Fernando Rodolfo,PR,PE
204514,2199779,Coronel Tadeu,PSL,SP
204410,2199779,Luisa Canziani,PTB,PR
204515,2199779,André Janones,AVANTE,MG
204518,2199779,Dr. Frederico,PATRI,MG
204463,2199779,Wladimir Garotinho,PSD,RJ
204527,2199779,Geninho Zuliani,DEM,SP
204373,2199779,Hélio Costa,PRB,SC
135054,2199779,Cristiano Vale,PR,PA
109429,2199779,Benes Leocádio,PRB,RN
204472,2199779,José Medeiros,PODE,MT
204539,2199779,Hercílio Coelho Diniz,MDB,MG
204542,2199779,Denis Bezerra,PSB,CE
204543,2199779,Luiz Flávio Gomes,PSB,SP
204476,2199779,Chiquinho Brazão,AVANTE,RJ
204380,2199779,Celina Leão,PP,DF
115746,2199779,Gelson Azevedo,PR,RJ
204383,2199779,Professor Israel Batista,PV,DF
204550,2199779,Júnior Mano,PR,CE
139285,2199779,Lídice da Mata,PSB,BA
74356,2199779,Silas Câmara,PRB,AM
74571,2199779,Nelson Pellegrino,PT,BA
74057,2199779,Alice Portugal,PCdoB,BA
74060,2199779,Daniel Almeida,PCdoB,BA
141408,2199779,Cleber Verde,PRB,MA
150418,2199779,Márcio Marinho,PRB,BA
160508,2199779,Afonso Florence,PT,BA
160600,2199779,Arthur Oliveira Maia,DEM,BA
160619,2199779,José Nunes,PSD,BA
204552,2199779,Eduardo Braide,PMN,MA
204553,2199779,Pastor Sargento Isidório,AVANTE,BA
69871,2199779,Bacelar,PODE,BA
178857,2199779,Jorge Solla,PT,BA
178858,2199779,Mário Negromonte Jr.,PP,BA
178863,2199779,Uldurico Junior,PROS,BA
178881,2199779,Aluisio Mendes,PODE,MA
178882,2199779,André Fufuca,PP,MA
178884,2199779,Hildo Rocha,MDB,MA
204554,2199779,Abílio Santana,PR,BA
204556,2199779,Marcelo Ramos,PR,AM
204559,2199779,Zé Neto,PT,BA
92102,2199779,Leur Lomanto Júnior,DEM,BA
204566,2199779,Marreca Filho,PATRI,MA
204567,2199779,Raimundo Costa,PR,BA
197438,2199779,Tito,AVANTE,BA
204575,2199779,Gil Cutrim,PDT,MA
178948,2199779,Beto Rosado,PP,RN
205550,2199779,Jorge Braz,PRB,RJ
178884,2199779,Hildo Rocha,MDB,MA
178930,2199779,Evandro Roman,PSD,PR
205865,2199779,Reinhold Stephanes Junior,PSD,PR
90842,2199779,Santini,PTB,RS
74052,2199779,Bosco Costa,PR,SE
141552,2199779,Valtenir Pereira,MDB,MT
74200,2199779,Gastão Vieira,PROS,MA
188097,2199779,Merlong Solano,PT,PI
160559,2199778,Alceu Moreira,MDB,RS
160559,2199777,Alceu Moreira,MDB,RS
160559,2199776,Alceu Moreira,MDB,RS
160559,2199775,Alceu Moreira,MDB,RS
160559,2199774,Alceu Moreira,MDB,RS
204381,2199771,Luis Miranda,DEM,DF
204381,2199770,Luis Miranda,DEM,DF
204381,2199769,Luis Miranda,DEM,DF
204381,2199768,Luis Miranda,DEM,DF
204381,2199766,Luis Miranda,DEM,DF
204391,2199765,José Nelto,PODE,GO
204391,2199764,José Nelto,PODE,GO
204572,2199760,Capitão Alberto Neto,PRB,AM
204572,2199759,Capitão Alberto Neto,PRB,AM
204516,2199758,Alexis Fonteyne,NOVO,SP
178951,2199757,Rafael Motta,PSB,RN
204480,2199756,Rogério Correia,PT,MG
204480,2199755,Rogério Correia,PT,MG
204480,2199754,Rogério Correia,PT,MG
204522,2199753,Marco Bertaiolli,PSD,SP
204491,2199752,Gilberto Abramo,PRB,MG
204480,2199751,Rogério Correia,PT,MG
204480,2199750,Rogério Correia,PT,MG
204480,2199749,Rogério Correia,PT,MG
204480,2199748,Rogério Correia,PT,MG
204522,2199747,Marco Bertaiolli,PSD,SP
74262,2199746,Carlos Sampaio,PSDB,SP
178929,2199745,Diego Garcia,PODE,PR
204480,2199744,Rogério Correia,PT,MG
204480,2199743,Rogério Correia,PT,MG
178929,2199742,Diego Garcia,PODE,PR
178929,2199741,Diego Garcia,PODE,PR
204480,2199740,Rogério Correia,PT,MG
204480,2199739,Rogério Correia,PT,MG
178929,2199738,Diego Garcia,PODE,PR
178836,2199737,Alan Rick,DEM,AC
204515,2199736,André Janones,AVANTE,MG
204515,2199735,André Janones,AVANTE,MG
204372,2199734,Julio Cesar Ribeiro,PRB,DF
74400,2199733,Paulo Pimenta,PT,RS
107283,2199733,Gleisi Hoffmann,PT,PR
204468,2199732,Joenia Wapichana,REDE,RR
204534,2199729,Tabata Amaral,PDT,SP
204534,2199722,Tabata Amaral,PDT,SP
204522,2199721,Marco Bertaiolli,PSD,SP
204522,2199720,Marco Bertaiolli,PSD,SP
178977,2199719,Eduardo Cury,PSDB,SP
92699,2199718,Fernando Monteiro,PP,PE
204509,2199716,Áurea Carolina,PSOL,MG
204535,2199716,Sâmia Bomfim,PSOL,SP
204544,2199710,Alexandre Frota,PSL,SP
204418,2199709,Luizão Goulart,PRB,PR
160575,2199707,Erika Kokay,PT,DF
160575,2199706,Erika Kokay,PT,DF
160575,2199705,Erika Kokay,PT,DF
73586,2199704,Júlio Delgado,PSB,MG
73531,2199703,Ivan Valente,PSOL,SP
164360,2199702,Carmen Zanotto,CIDADANIA,SC
204427,2199701,Fernando Rodolfo,PR,PE
204429,2199700,João H. Campos,PSB,PE
204404,2199699,Lucas Redecker,PSDB,RS
204502,2199698,Júnior Bozzella,PSL,SP
178884,2199697,Hildo Rocha,MDB,MA
204531,2199696,Guilherme Derrite,PP,SP
204487,2199695,Capitão Wagner,PROS,CE
204521,2199694,Abou Anni,PSL,SP
178884,2199693,Hildo Rocha,MDB,MA
204433,2199692,Marcelo Calero,CIDADANIA,RJ
74156,2199691,Leonardo Monteiro,PT,MG
204487,2199690,Capitão Wagner,PROS,CE
178879,2199689,Lucas Vergilio,SOLIDARI,GO
178879,2199688,Lucas Vergilio,SOLIDARI,GO
178879,2199687,Lucas Vergilio,SOLIDARI,GO
178879,2199686,Lucas Vergilio,SOLIDARI,GO
116379,2199684,Darci de Matos,PSD,SC
204526,2199682,Luiz Philippe de Orleans e Bragança,PSL,SP
204526,2199680,Luiz Philippe de Orleans e Bragança,PSL,SP
204371,2199679,Felipe Rigoni,PSB,ES
178884,2199677,Hildo Rocha,MDB,MA
204369,2199675,Caroline de Toni,PSL,SC
204553,2199673,Pastor Sargento Isidório,AVANTE,BA
204553,2199671,Pastor Sargento Isidório,AVANTE,BA
204429,2199669,João H. Campos,PSB,PE
204429,2199667,João H. Campos,PSB,PE
204429,2199665,João H. Campos,PSB,PE
204455,2199663,Luiz Lima,PSL,RJ
160511,2199662,Alessandro Molon,PSB,RJ
204371,2199662,Felipe Rigoni,PSB,ES
204534,2199662,Tabata Amaral,PDT,SP
198197,2199661,Greyce Elias,AVANTE,MG
73460,2199659,Gustavo Fruet,PDT,PR
73460,2199658,Gustavo Fruet,PDT,PR
178933,2199657,Sergio Souza,MDB,PR
178933,2199656,Sergio Souza,MDB,PR
178933,2199655,Sergio Souza,MDB,PR
178933,2199654,Sergio Souza,MDB,PR
198197,2199653,Greyce Elias,AVANTE,MG
204371,2199652,Felipe Rigoni,PSB,ES
204371,2199651,Felipe Rigoni,PSB,ES
73460,2199649,Gustavo Fruet,PDT,PR
204371,2199648,Felipe Rigoni,PSB,ES
73943,2199647,Perpétua Almeida,PCdoB,AC
204421,2199645,Edna Henrique,PSDB,PB
204421,2199643,Edna Henrique,PSDB,PB
204366,2199642,Rodrigo Coelho,PSB,SC
204531,2199641,Guilherme Derrite,PP,SP
141508,2199640,Mauro Nazif,PSB,RO
141508,2199639,Mauro Nazif,PSB,RO
72442,2199638,Felipe Carreras,PSB,PE
72442,2199637,Felipe Carreras,PSB,PE
72442,2199636,Felipe Carreras,PSB,PE
160575,2199635,Erika Kokay,PT,DF
178884,2199634,Hildo Rocha,MDB,MA
204553,2199633,Pastor Sargento Isidório,AVANTE,BA
204520,2199632,Cabo Junio Amaral,PSL,MG
141555,2199631,Vinicius Carvalho,PRB,SP
204514,2199629,Coronel Tadeu,PSL,SP
141555,2199628,Vinicius Carvalho,PRB,SP
141555,2199627,Vinicius Carvalho,PRB,SP
74200,2199625,Gastão Vieira,PROS,MA
74159,2199625,Odair Cunha,PT,MG
141431,2199625,Fernando Coelho Filho,DEM,PE
160587,2199625,Fábio Trad,PSD,MS
73801,2199625,Renildo Calheiros,PCdoB,PE
74459,2199625,Átila Lira,PSB,PI
74419,2199625,Gonzaga Patriota,PSB,PE
74317,2199625,Júlio Cesar,PSD,PI
74305,2199625,Roberto Pessoa,PSDB,CE
74749,2199625,Mauro Lopes,MDB,MG
74655,2199625,Eduardo Barbosa,PSDB,MG
73772,2199625,Hermes Parcianello,MDB,PR
74439,2199625,Wolney Queiroz,PDT,PE
74043,2199625,Wellington Roberto,PR,PB
74585,2199625,Lincoln Portela,PR,MG
74467,2199625,Damião Feliciano,PDT,PB
73460,2199625,Gustavo Fruet,PDT,PR
73486,2199625,Pompeo de Mattos,PDT,RS
74352,2199625,Nilson Pinto,PSDB,PA
73586,2199625,Júlio Delgado,PSB,MG
74283,2199625,Vicentinho,PT,SP
74270,2199625,Gilberto Nascimento,PSC,SP
74273,2199625,Jefferson Campos,PSB,SP
74159,2199625,Odair Cunha,PT,MG
74161,2199625,Reginaldo Lopes,PT,MG
74156,2199625,Leonardo Monteiro,PT,MG
74044,2199625,Wilson Santiago,PTB,PB
74371,2199625,Rubens Otoni,PT,GO
74366,2199625,João Campos,PRB,GO
133439,2199625,André Figueiredo,PDT,CE
141335,2199625,Beto Faro,PT,PA
141513,2199625,Bilac Pinto,DEM,MG
141405,2199625,Celso Maldaner,MDB,SC
141421,2199625,Eduardo da Fonte,PP,PE
141422,2199625,Efraim Filho,DEM,PB
141428,2199625,Fábio Faria,PSD,RN
141431,2199625,Fernando Coelho Filho,DEM,PE
141464,2199625,José Airton Félix Cirilo,PT,CE
141470,2199625,José Guimarães,PT,CE
141508,2199625,Mauro Nazif,PSB,RO
141518,2199625,Paulo Pereira da Silva,SOLIDARI,SP
141555,2199625,Vinicius Carvalho,PRB,SP
141398,2199625,Carlos Zarattini,PT,SP
146307,2199625,Neri Geller,PP,MT
152610,2199625,Roberto Alves,PRB,SP
160641,2199625,Professora Marcivania,PCdoB,AP
143632,2199625,Domingos Neto,PSD,CE
160632,2199625,Zé Silva,SOLIDARI,MG
160556,2199625,Padre João,PT,MG
160510,2199625,Luis Tibé,AVANTE,MG
160587,2199625,Fábio Trad,PSD,MS
160635,2199625,Ruy Carneiro,PSDB,PB
160642,2199625,Pastor Eurico,PATRI,PE
160592,2199625,Zeca Dirceu,PT,PR
160535,2199625,Marcon,PT,RS
160604,2199625,Pedro Uczai,PT,SC
160976,2199625,Tiririca,PR,SP
160653,2199625,Roberto de Lucena,PODE,SP
160655,2199625,Ricardo Izar,PP,SP
160639,2199625,Professora Dorinha Seabra Rezende,DEM,TO
164360,2199625,Carmen Zanotto,CIDADANIA,SC
171617,2199625,Paulão,PT,AL
171623,2199625,Fabio Reis,MDB,SE
177282,2199625,Subtenente Gonzaga,PDT,MG
204422,2199625,Ossesio Silva,PRB,PE
204480,2199625,Rogério Correia,PT,MG
178831,2199625,André Abdon,PP,AP
178833,2199625,Alexandre Serfiotis,PSD,RJ
74646,2199625,Aécio Neves,PSDB,MG
133968,2199625,Paulo Ramos,PDT,RJ
73604,2199625,Rui Falcão,PT,SP
178839,2199625,Jéssica Sales,MDB,AC
178871,2199625,Evair Vieira de Melo,PP,ES
178874,2199625,Sergio Vidigal,PDT,ES
178876,2199625,Célio Silveira,PSDB,GO
178909,2199625,Hélio Leite,DEM,PA
178920,2199625,Ricardo Teobaldo,PODE,PE
178927,2199625,Aliel Machado,PSB,PR
178928,2199625,Christiane de Souza Yared,PR,PR
178929,2199625,Diego Garcia,PODE,PR
178947,2199625,Sóstenes Cavalcante,DEM,RJ
178959,2199625,Hiran Gonçalves,PP,RR
178964,2199625,Heitor Schuch,PSB,RS
178966,2199625,Geovania de Sá,PSDB,SC
178969,2199625,Fábio Mitidieri,PSD,SE
178970,2199625,João Daniel,PT,SE
178985,2199625,Miguel Lombardi,PR,SP
178986,2199625,Nilto Tatto,PT,SP
178987,2199625,Orlando Silva,PCdoB,SP
178993,2199625,Carlos Henrique Gaguim,DEM,TO
204434,2199625,Dra. Vanda Milani,SOLIDARI,AC
195866,2199625,Vaidon Oliveira,PROS,CE
204351,2199625,Dr. Luiz Ovando,PSL,MS
204483,2199625,Vilson da Fetaemg,PSB,MG
204437,2199625,Severino Pessoa,PRB,AL
204352,2199625,Camilo Capiberibe,PSB,AP
204486,2199625,Mauro Benevides Filho,PDT,CE
204487,2199625,Capitão Wagner,PROS,CE
204355,2199625,Da Vitoria,CIDADANIA,ES
204391,2199625,José Nelto,PODE,GO
204392,2199625,Francisco Jr.,PSD,GO
204491,2199625,Gilberto Abramo,PRB,MG
204492,2199625,Paulo Guedes,PT,MG
98057,2199625,Lafayette de Andrada,PRB,MG
161550,2199625,Emidinho Madeira,PSB,MG
204494,2199625,Fred Costa,PATRI,MG
204439,2199625,Dr. Leonardo,SOLIDARI,MT
204495,2199625,Airton Faleiro,PT,PA
204500,2199625,Eduardo Costa,PTB,PA
204393,2199625,Frei Anastacio Ribeiro,PT,PB
204423,2199625,André Ferreira,PSC,PE
204397,2199625,Boca Aberta,PROS,PR
204441,2199625,Otoni de Paula,PSC,RJ
204360,2199625,Silvia Cristina,PDT,RO
116379,2199625,Darci de Matos,PSD,SC
204501,2199625,Alencar Santana Braga,PT,SP
204503,2199625,Alexandre Padilha,PT,SP
204505,2199625,Vavá Martins,PRB,PA
204446,2199625,Professor Joziel,PSL,RJ
204426,2199625,Carlos Veras,PT,PE
204514,2199625,Coronel Tadeu,PSL,SP
204428,2199625,Marília Arraes,PT,PE
204454,2199625,Daniel Silveira,PSL,RJ
204410,2199625,Luisa Canziani,PTB,PR
204515,2199625,André Janones,AVANTE,MG
204518,2199625,Dr. Frederico,PATRI,MG
204456,2199625,Gutemberg Reis,MDB,RJ
204463,2199625,Wladimir Garotinho,PSD,RJ
204465,2199625,Haroldo Cathedral,PSD,RR
204527,2199625,Geninho Zuliani,DEM,SP
204370,2199625,Célio Moura,PT,TO
204373,2199625,Hélio Costa,PRB,SC
135054,2199625,Cristiano Vale,PR,PA
204469,2199625,Manuel Marcos,PRB,AC
204535,2199625,Sâmia Bomfim,PSOL,SP
109429,2199625,Benes Leocádio,PRB,RN
68720,2199625,Fábio Henrique,PDT,SE
204472,2199625,José Medeiros,PODE,MT
204539,2199625,Hercílio Coelho Diniz,MDB,MG
204476,2199625,Chiquinho Brazão,AVANTE,RJ
204380,2199625,Celina Leão,PP,DF
204548,2199625,Heitor Freire,PSL,CE
204550,2199625,Júnior Mano,PR,CE
139285,2199625,Lídice da Mata,PSB,BA
74356,2199625,Silas Câmara,PRB,AM
74571,2199625,Nelson Pellegrino,PT,BA
74057,2199625,Alice Portugal,PCdoB,BA
74060,2199625,Daniel Almeida,PCdoB,BA
141408,2199625,Cleber Verde,PRB,MA
160508,2199625,Afonso Florence,PT,BA
160610,2199625,Valmir Assunção,PT,BA
160600,2199625,Arthur Oliveira Maia,DEM,BA
160619,2199625,José Nunes,PSD,BA
204552,2199625,Eduardo Braide,PMN,MA
204553,2199625,Pastor Sargento Isidório,AVANTE,BA
69871,2199625,Bacelar,PODE,BA
178857,2199625,Jorge Solla,PT,BA
178858,2199625,Mário Negromonte Jr.,PP,BA
178863,2199625,Uldurico Junior,PROS,BA
178884,2199625,Hildo Rocha,MDB,MA
178889,2199625,Zé Carlos,PT,MA
204554,2199625,Abílio Santana,PR,BA
204555,2199625,José Ricardo,PT,AM
204556,2199625,Marcelo Ramos,PR,AM
92102,2199625,Leur Lomanto Júnior,DEM,BA
204561,2199625,Bira do Pindaré,PSB,MA
204567,2199625,Raimundo Costa,PR,BA
81055,2199625,Márcio Jerry,PCdoB,MA
204573,2199625,Otto Alencar Filho,PSD,BA
197438,2199625,Tito,AVANTE,BA
204576,2199625,João Roma,PRB,BA
178948,2199625,Beto Rosado,PP,RN
178884,2199625,Hildo Rocha,MDB,MA
178930,2199625,Evandro Roman,PSD,PR
74052,2199625,Bosco Costa,PR,SE
141552,2199625,Valtenir Pereira,MDB,MT
74200,2199625,Gastão Vieira,PROS,MA
74159,2199624,Odair Cunha,PT,MG
178921,2199624,Sebastião Oliveira,PR,PE
73801,2199624,Renildo Calheiros,PCdoB,PE
74459,2199624,Átila Lira,PSB,PI
74419,2199624,Gonzaga Patriota,PSB,PE
74317,2199624,Júlio Cesar,PSD,PI
74305,2199624,Roberto Pessoa,PSDB,CE
74075,2199624,Elcione Barbalho,MDB,PA
74749,2199624,Mauro Lopes,MDB,MG
74299,2199624,Leônidas Cristino,PDT,CE
74655,2199624,Eduardo Barbosa,PSDB,MG
73772,2199624,Hermes Parcianello,MDB,PR
74043,2199624,Wellington Roberto,PR,PB
74467,2199624,Damião Feliciano,PDT,PB
74471,2199624,André de Paula,PSD,PE
73486,2199624,Pompeo de Mattos,PDT,RS
73482,2199624,Henrique Fontana,PT,RS
74400,2199624,Paulo Pimenta,PT,RS
74398,2199624,Maria do Rosário,PT,RS
74270,2199624,Gilberto Nascimento,PSC,SP
74159,2199624,Odair Cunha,PT,MG
74161,2199624,Reginaldo Lopes,PT,MG
74160,2199624,Patrus Ananias,PT,MG
74044,2199624,Wilson Santiago,PTB,PB
74371,2199624,Rubens Otoni,PT,GO
74366,2199624,João Campos,PRB,GO
133439,2199624,André Figueiredo,PDT,CE
141335,2199624,Beto Faro,PT,PA
141513,2199624,Bilac Pinto,DEM,MG
141405,2199624,Celso Maldaner,MDB,SC
141411,2199624,Dagoberto Nogueira,PDT,MS
141421,2199624,Eduardo da Fonte,PP,PE
141422,2199624,Efraim Filho,DEM,PB
141428,2199624,Fábio Faria,PSD,RN
141459,2199624,João Maia,PR,RN
141470,2199624,José Guimarães,PT,CE
141518,2199624,Paulo Pereira da Silva,SOLIDARI,SP
141488,2199624,Paulo Teixeira,PT,SP
141398,2199624,Carlos Zarattini,PT,SP
151208,2199624,Laercio Oliveira,PP,SE
160641,2199624,Professora Marcivania,PCdoB,AP
160669,2199624,Genecias Noronha,SOLIDARI,CE
143632,2199624,Domingos Neto,PSD,CE
160575,2199624,Erika Kokay,PT,DF
160556,2199624,Padre João,PT,MG
160518,2199624,Weliton Prado,PROS,MG
160640,2199624,Eros Biondini,PROS,MG
160510,2199624,Luis Tibé,AVANTE,MG
160635,2199624,Ruy Carneiro,PSDB,PB
160642,2199624,Pastor Eurico,PATRI,PE
67138,2199624,Iracema Portella,PP,PI
159237,2199624,Assis Carvalho,PT,PI
160592,2199624,Zeca Dirceu,PT,PR
