id_comissao_voz,id_parlamentar_voz,id_periodo,cargo,situacao,data_inicio,data_fim,is_membro_atual
15503,1204520,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204416,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204572,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204387,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204529,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,168720,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204461,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1160667,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1141421,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1160642,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1177282,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1178908,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,173943,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
15503,1204430,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1133810,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204514,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204518,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204532,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204560,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204479,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204442,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1204512,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1193726,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,174366,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1160587,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1178876,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1141450,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
15503,1178829,4c820f4e0a8508a46ed858bcd1686d20,Presidente,Titular,2019-03-13,2021-03-11,FALSE
15503,1204427,4c820f4e0a8508a46ed858bcd1686d20,Primeiro Vice-presidente,Titular,2019-03-13,2021-03-11,FALSE
15503,1204531,4c820f4e0a8508a46ed858bcd1686d20,Segundo Vice-presidente,Titular,2019-03-13,2021-03-11,FALSE
15503,1178924,ca8692ff6566035ef438c805aa52f0c5,Terceiro Vice-presidente,Titular,2019-03-13,2019-04-09,FALSE
15503,173604,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1204431,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,176874,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1204473,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1204569,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,174419,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1141488,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,174571,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1160545,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1178881,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,174585,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
15503,1141422,8adea5c589bcf0f73457e74fd05393f2,Suplente,Suplente,2019-03-13,2019-03-19,FALSE
15503,1178860,033588f82df3d5ace712b8aed717afb4,Suplente,Suplente,2019-03-13,2019-03-28,FALSE
15503,1195866,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204481,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204495,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1143084,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204508,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204509,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204543,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1204559,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1160518,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1160651,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1160558,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
15503,1206231,b02163556525d568d61715d70d6d9c90,Suplente,Suplente,2019-03-19,2019-09-25,FALSE
15503,1178969,224538cb6a4447a46e43746c017bdbfd,Suplente,Suplente,2019-03-20,2019-07-03,FALSE
15503,1204456,c02db2e67acb10a9924fdd2556e208ca,Suplente,Suplente,2019-03-26,2020-02-03,FALSE
15503,1204395,00c335e54165664bf08f71970269f50b,Suplente,Suplente,2019-03-28,2020-02-03,FALSE
15503,1204421,ab361d537489981b947202260b10bdec,Suplente,Suplente,2019-04-15,2020-02-03,FALSE
15503,1204452,4578c57076fb0606e3586234a9597ffd,Suplente,Suplente,2019-04-17,2019-05-07,FALSE
15503,1204565,370f825058b18e107f9d42929e919962,Suplente,Suplente,2019-05-07,2020-02-03,FALSE
15503,1204460,bae6aea0aebba2ed01a9ffd3bbb7682c,Titular,Titular,2019-08-07,2019-11-05,FALSE
15503,1137070,a1a961cf2b987f4f403bed56ceeca66c,Suplente,Suplente,2019-08-20,2019-09-03,FALSE
15503,1160545,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1178881,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,176874,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1204420,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1141555,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1133968,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1194260,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1204381,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1178987,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
15503,1160532,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
15503,1204403,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
15503,173441,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
15503,174366,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
15503,1204442,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
15503,1156190,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,174165,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,173692,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,1178908,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,1204387,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,1204529,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,174585,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,1166402,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,174262,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,174161,2228dca79fc624e0524fc8ec8f48c190,Titular,Titular,2021-03-10,NA,TRUE
15503,1204354,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,174749,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,174159,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,1141450,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,1178876,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,1204395,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,1204421,2228dca79fc624e0524fc8ec8f48c190,Suplente,Suplente,2021-03-10,NA,TRUE
15503,1198783,82c0479c0de7057c3f45837ae0a5e108,Presidente,Titular,2021-03-11,NA,TRUE
15503,1204441,82c0479c0de7057c3f45837ae0a5e108,Segundo Vice-presidente,Titular,2021-03-11,NA,TRUE
15503,1204458,82c0479c0de7057c3f45837ae0a5e108,Terceiro Vice-presidente,Titular,2021-03-11,NA,TRUE
15503,1204484,82c0479c0de7057c3f45837ae0a5e108,Suplente,Suplente,2021-03-11,NA,TRUE
15503,1204376,82c0479c0de7057c3f45837ae0a5e108,Suplente,Suplente,2021-03-11,NA,TRUE
15503,1204382,82c0479c0de7057c3f45837ae0a5e108,Suplente,Suplente,2021-03-11,NA,TRUE
15503,1204512,d9192a4ee7c8d2dd57acc7254e71c713,Suplente,Suplente,2021-03-12,NA,TRUE
15503,1160518,d6c2fe94d9465e44bb0ac9045bc54fe6,Suplente,Suplente,2021-03-15,NA,TRUE
12014,1164360,6c89ac52df869af1a2a0aca703c518a3,Titular,Titular,2019-03-11,2020-02-03,FALSE
12014,1204377,6c89ac52df869af1a2a0aca703c518a3,Suplente,Suplente,2019-03-11,2020-02-03,FALSE
12014,1204462,352401c181965e0992ee7d305cf4ea5b,Titular,Titular,2019-03-12,2019-03-19,FALSE
12014,1178874,d160ca1826b4dde5aab24043b42d97dc,Titular,Titular,2019-03-12,2019-08-08,FALSE
12014,173486,d160ca1826b4dde5aab24043b42d97dc,Titular,Titular,2019-03-12,2019-08-08,FALSE
12014,1204515,637b5b804748f2a99a0e5694b9dea41c,Titular,Titular,2019-03-12,2019-12-11,FALSE
12014,1204397,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204447,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204524,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204422,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204351,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204500,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204360,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204406,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204518,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204528,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,181297,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204380,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
12014,1204432,2f325756a5442ee9aa2322564372223b,Titular,Titular,2019-03-12,2020-02-03,FALSE
